bucket,key,source_id,exchange,company_id,company_name,filing_date,filing_type,title
pdfs-128638789653,hkex/00001/2021/08/30/9914650.pdf,9914650,HKEX,00001,CKH HOLDINGS,2021-08-30,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/27/9911752.pdf,9911752,HKEX,00001,CKH HOLDINGS,2021-08-27,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/26/9909559.pdf,9909559,HKEX,00001,CKH HOLDINGS,2021-08-26,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/25/9907599.pdf,9907599,HKEX,00001,CKH HOLDINGS,2021-08-25,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/24/9906090.pdf,9906090,HKEX,00001,CKH HOLDINGS,2021-08-24,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN - CHANGES IN ISSUED SHARE CAPITAL AND SHARE BUYBACK
pdfs-128638789653,hkex/00001/2021/08/23/9904507.pdf,9904507,HKEX,00001,CKH HOLDINGS,2021-08-23,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/20/9902753.pdf,9902753,HKEX,00001,CKH HOLDINGS,2021-08-20,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/19/9900315.pdf,9900315,HKEX,00001,CKH HOLDINGS,2021-08-19,Circulars,NOTIFICATION LETTER TO NON-REGISTERED SHAREHOLDERS AND REQUEST FORM: NOTICE OF PUBLICATION OF 2021 INTERIM REPORT
pdfs-128638789653,hkex/00001/2021/08/19/9901011.pdf,9901011,HKEX,00001,CKH HOLDINGS,2021-08-19,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/19/9900295.pdf,9900295,HKEX,00001,CKH HOLDINGS,2021-08-19,Circulars,NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS AND REQUEST FORM: NOTICE OF PUBLICATION OF 2021 INTERIM REPORT
pdfs-128638789653,hkex/00001/2021/08/19/9900279.pdf,9900279,HKEX,00001,CKH HOLDINGS,2021-08-19,Circulars,LETTER TO NEW REGISTERED SHAREHOLDERS AND REPLY FORM: ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2021/08/19/9900249.pdf,9900249,HKEX,00001,CKH HOLDINGS,2021-08-19,Financial Statements&#x2f;ESG Information,2021 INTERIM REPORT
pdfs-128638789653,hkex/00001/2021/08/18/9899180.pdf,9899180,HKEX,00001,CKH HOLDINGS,2021-08-18,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/17/9897559.pdf,9897559,HKEX,00001,CKH HOLDINGS,2021-08-17,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/16/9896082.pdf,9896082,HKEX,00001,CKH HOLDINGS,2021-08-16,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/13/9893872.pdf,9893872,HKEX,00001,CKH HOLDINGS,2021-08-13,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/12/9891828.pdf,9891828,HKEX,00001,CKH HOLDINGS,2021-08-12,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/11/9890302.pdf,9890302,HKEX,00001,CKH HOLDINGS,2021-08-11,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/10/9888507.pdf,9888507,HKEX,00001,CKH HOLDINGS,2021-08-10,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/09/9887297.pdf,9887297,HKEX,00001,CKH HOLDINGS,2021-08-09,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/06/9885490.pdf,9885490,HKEX,00001,CKH HOLDINGS,2021-08-06,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/08/05/9883013.pdf,9883013,HKEX,00001,CKH HOLDINGS,2021-08-05,Announcements and Notices,Interim dividend for the six months ended 30 June 2021
pdfs-128638789653,hkex/00001/2021/08/05/9882865.pdf,9882865,HKEX,00001,CKH HOLDINGS,2021-08-05,Announcements and Notices,UNAUDITED RESULTS FOR THE SIX MONTHS ENDED 30 JUNE 2021
pdfs-128638789653,hkex/00001/2021/08/02/9876324.pdf,9876324,HKEX,00001,CKH HOLDINGS,2021-08-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JULY 2021
pdfs-128638789653,hkex/00001/2021/07/22/9860252.pdf,9860252,HKEX,00001,CKH HOLDINGS,2021-07-22,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2021/07/12/9848422.pdf,9848422,HKEX,00001,CKH HOLDINGS,2021-07-12,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN - CHANGES IN ISSUED SHARE CAPITAL
pdfs-128638789653,hkex/00001/2021/07/02/9836817.pdf,9836817,HKEX,00001,CKH HOLDINGS,2021-07-02,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/07/02/9834034.pdf,9834034,HKEX,00001,CKH HOLDINGS,2021-07-02,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 JUNE 2021
pdfs-128638789653,hkex/00001/2021/06/30/9823281.pdf,9823281,HKEX,00001,CKH HOLDINGS,2021-06-30,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN - CHANGES IN ISSUED SHARE CAPITAL
pdfs-128638789653,hkex/00001/2021/06/29/9821353.pdf,9821353,HKEX,00001,CKH HOLDINGS,2021-06-29,Financial Statements&#x2f;ESG Information,2020 Sustainability Report
pdfs-128638789653,hkex/00001/2021/06/23/9813173.pdf,9813173,HKEX,00001,CKH HOLDINGS,2021-06-23,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/22/9811619.pdf,9811619,HKEX,00001,CKH HOLDINGS,2021-06-22,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/21/9810525.pdf,9810525,HKEX,00001,CKH HOLDINGS,2021-06-21,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/18/9808282.pdf,9808282,HKEX,00001,CKH HOLDINGS,2021-06-18,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/17/9806593.pdf,9806593,HKEX,00001,CKH HOLDINGS,2021-06-17,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/16/9805188.pdf,9805188,HKEX,00001,CKH HOLDINGS,2021-06-16,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/15/9804057.pdf,9804057,HKEX,00001,CKH HOLDINGS,2021-06-15,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/08/9798314.pdf,9798314,HKEX,00001,CKH HOLDINGS,2021-06-08,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/06/01/9786073.pdf,9786073,HKEX,00001,CKH HOLDINGS,2021-06-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MAY 2021
pdfs-128638789653,hkex/00001/2021/05/13/9764835.pdf,9764835,HKEX,00001,CKH HOLDINGS,2021-05-13,Announcements and Notices,ANNUAL GENERAL MEETING HELD ON 13 MAY 2021 - POLL RESULTS
pdfs-128638789653,hkex/00001/2021/05/13/9764873.pdf,9764873,HKEX,00001,CKH HOLDINGS,2021-05-13,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2021/05/06/9756672.pdf,9756672,HKEX,00001,CKH HOLDINGS,2021-05-06,Announcements and Notices,OVERSEAS REGULATORY ANNOUNCEMENT AND INSIDE INFORMATION ANNOUNCEMENT ON THE QUARTERLY TRADING UPDATE FOR CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED
pdfs-128638789653,hkex/00001/2021/05/03/9751113.pdf,9751113,HKEX,00001,CKH HOLDINGS,2021-05-03,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 APRIL 2021
pdfs-128638789653,hkex/00001/2021/04/12/9714694.pdf,9714694,HKEX,00001,CKH HOLDINGS,2021-04-12,Circulars,NOTICE OF ANNUAL GENERAL MEETING&#x3b; PROPOSALS FOR RE-ELECTION OF DIRECTORS AND GENERAL MANDATES TO ISSUE NEW SHARES AND REPURCHASE SHARES
pdfs-128638789653,hkex/00001/2021/04/12/9714782.pdf,9714782,HKEX,00001,CKH HOLDINGS,2021-04-12,Circulars,"NOTIFICATION LETTER TO NON-REGISTERED HOLDERS AND REQUEST FORM: (1) ANNUAL GENERAL MEETING (&quot;AGM&quot;)&#x3b; AND (2) NOTICE OF PUBLICATION OF 2020 ANNUAL REPORT, CIRCULAR, NOTICE OF AGM AND PROXY FORM"
pdfs-128638789653,hkex/00001/2021/04/12/9714748.pdf,9714748,HKEX,00001,CKH HOLDINGS,2021-04-12,Circulars,LETTER TO NEW REGISTERED SHAREHOLDERS AND REPLY FORM: (1) ANNUAL GENERAL MEETING&#x3b; AND (2) ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2021/04/12/9714768.pdf,9714768,HKEX,00001,CKH HOLDINGS,2021-04-12,Circulars,"NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS AND REQUEST FORM: (1) ANNUAL GENERAL MEETING (&quot;AGM&quot;)&#x3b; AND (2) NOTICE OF PUBLICATION OF 2020 ANNUAL REPORT, CIRCULAR, NOTICE OF AGM AND PROXY FORM"
pdfs-128638789653,hkex/00001/2021/04/12/9714730.pdf,9714730,HKEX,00001,CKH HOLDINGS,2021-04-12,Proxy Forms,PROXY FORM
pdfs-128638789653,hkex/00001/2021/04/12/9714676.pdf,9714676,HKEX,00001,CKH HOLDINGS,2021-04-12,Financial Statements&#x2f;ESG Information,2020 ANNUAL REPORT
pdfs-128638789653,hkex/00001/2021/04/12/9714714.pdf,9714714,HKEX,00001,CKH HOLDINGS,2021-04-12,Announcements and Notices,NOTICE OF ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2021/04/01/9705598.pdf,9705598,HKEX,00001,CKH HOLDINGS,2021-04-01,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN - CHANGES IN ISSUED SHARE CAPITAL
pdfs-128638789653,hkex/00001/2021/04/01/9702163.pdf,9702163,HKEX,00001,CKH HOLDINGS,2021-04-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MARCH 2021
pdfs-128638789653,hkex/00001/2021/03/19/9665273.pdf,9665273,HKEX,00001,CKH HOLDINGS,2021-03-19,Next Day Disclosure Returns,NEXT DAY DISCLOSURE RETURN
pdfs-128638789653,hkex/00001/2021/03/18/9662783.pdf,9662783,HKEX,00001,CKH HOLDINGS,2021-03-18,Announcements and Notices,RESULTS FOR THE YEAR ENDED 31 DECEMBER 2020
pdfs-128638789653,hkex/00001/2021/03/18/9663123.pdf,9663123,HKEX,00001,CKH HOLDINGS,2021-03-18,Announcements and Notices,"RETIREMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR, RESIGNATION OF NON-EXECUTIVE DIRECTOR AND CHANGE OF COMPOSITION OF AUDIT COMMITTEE"
pdfs-128638789653,hkex/00001/2021/03/04/9644922.pdf,9644922,HKEX,00001,CKH HOLDINGS,2021-03-04,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2021/03/01/9636835.pdf,9636835,HKEX,00001,CKH HOLDINGS,2021-03-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 28 FEBRUARY 2021
pdfs-128638789653,hkex/00001/2021/02/01/9605879.pdf,9605879,HKEX,00001,CKH HOLDINGS,2021-02-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JANUARY 2021
pdfs-128638789653,hkex/00001/2021/01/04/9568714.pdf,9568714,HKEX,00001,CKH HOLDINGS,2021-01-04,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 DECEMBER 2020
pdfs-128638789653,hkex/00001/2020/12/28/9560415.pdf,9560415,HKEX,00001,CKH HOLDINGS,2020-12-28,Announcements and Notices,VOLUNTARY ANNOUNCEMENT
pdfs-128638789653,hkex/00001/2020/12/28/9560134.pdf,9560134,HKEX,00001,CKH HOLDINGS,2020-12-28,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2020/12/18/9553950.pdf,9553950,HKEX,00001,CKH HOLDINGS,2020-12-18,Announcements and Notices,APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR
pdfs-128638789653,hkex/00001/2020/12/18/9552966.pdf,9552966,HKEX,00001,CKH HOLDINGS,2020-12-18,Announcements and Notices,EXTRAORDINARY GENERAL MEETING HELD ON 18 DECEMER 2020 - POLL RESULTS
pdfs-128638789653,hkex/00001/2020/12/18/9553954.pdf,9553954,HKEX,00001,CKH HOLDINGS,2020-12-18,Announcements and Notices,CONTINUING CONNECTED TRANSACTIONS
pdfs-128638789653,hkex/00001/2020/12/02/9535186.pdf,9535186,HKEX,00001,CKH HOLDINGS,2020-12-02,Announcements and Notices,VOLUNTARY ANNOUNCEMENT - UPDATE ON EGM ARRANGEMENTS
pdfs-128638789653,hkex/00001/2020/12/02/9534688.pdf,9534688,HKEX,00001,CKH HOLDINGS,2020-12-02,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 NOVEMBER 2020
pdfs-128638789653,hkex/00001/2020/12/01/9531187.pdf,9531187,HKEX,00001,CKH HOLDINGS,2020-12-01,Circulars,"NOTIFICATION LETTER AND REQUEST FORM TO NON-REGISTERED HOLDERS: (1) EXTRAORDINARY GENERAL MEETING (&quot;EGM&quot;)&#x3b; AND (2) NOTICE OF PUBLICATION OF CIRCULAR, NOTICE OF EGM AND PROXY FORM"
pdfs-128638789653,hkex/00001/2020/12/01/9531113.pdf,9531113,HKEX,00001,CKH HOLDINGS,2020-12-01,Circulars,LETTER AND REPLY FORM TO NEW REGISTERED SHAREHOLDERS: (1) EXTRAORDINARY GENERAL MEETING&#x3b; AND (2) ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2020/12/01/9531093.pdf,9531093,HKEX,00001,CKH HOLDINGS,2020-12-01,Proxy Forms,PROXY FORM
pdfs-128638789653,hkex/00001/2020/12/01/9531068.pdf,9531068,HKEX,00001,CKH HOLDINGS,2020-12-01,Announcements and Notices,NOTICE OF EXTRAORDINARY GENERAL MEETING
pdfs-128638789653,hkex/00001/2020/12/01/9531007.pdf,9531007,HKEX,00001,CKH HOLDINGS,2020-12-01,Circulars,"(1) MAJOR TRANSACTION IN RELATION TO THE DISPOSALS OF INTERESTS IN TOWER ASSETS IN AUSTRIA, DENMARK, IRELAND, ITALY, SWEDEN AND THE UNITED KINGDOM&#x3b; (2)	DISCLOSEABLE TRANSACTION IN RELATION TO THE ACQUISITION OF SHARES IN CELLNEX TELECOM, S.A.&#x3b; (3) PROPOSAL FOR RE-ELECTION OF RETIRING DIRECTOR&#x3b; AND (4) NOTICE OF EXTRAORDINARY GENERAL MEETING"
pdfs-128638789653,hkex/00001/2020/12/01/9531147.pdf,9531147,HKEX,00001,CKH HOLDINGS,2020-12-01,Circulars,"NOTIFICATION LETTER AND REQUEST FORM TO REGISTERED SHAREHOLDERS: (1) EXTRAORDINARY GENERAL MEETING (&quot;EGM&quot;)&#x3b; AND (2) NOTICE OF PUBLICATION OF CIRCULAR, NOTICE OF EGM AND PROXY FORM"
pdfs-128638789653,hkex/00001/2020/11/26/9525134.pdf,9525134,HKEX,00001,CKH HOLDINGS,2020-11-26,Announcements and Notices,NOMINATION COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2020/11/26/9525093.pdf,9525093,HKEX,00001,CKH HOLDINGS,2020-11-26,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2020/11/12/9511063.pdf,9511063,HKEX,00001,CKH HOLDINGS,2020-11-12,Announcements and Notices,"(1) MAJOR TRANSACTION IN RELATION TO THE DISPOSALS OF INTERESTS IN TOWER ASSETS IN AUSTRIA, DENMARK, IRELAND, ITALY, SWEDEN AND THE UNITED KINGDOM AND (2) DISCLOSEABLE TRANSACTION IN RELATION TO THE ACQUISITION OF SHARES IN CELLNEX TELECOM, S.A."
pdfs-128638789653,hkex/00001/2020/11/04/9500136.pdf,9500136,HKEX,00001,CKH HOLDINGS,2020-11-04,Announcements and Notices,"OVERSEAS REGULATORY ANNOUNCEMENT AND INSIDE INFORMATION ANNOUNCEMENT ON THE QUARTERLY TRADING UPDATE FOR 
CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED"
pdfs-128638789653,hkex/00001/2020/11/04/9499984.pdf,9499984,HKEX,00001,CKH HOLDINGS,2020-11-04,Announcements and Notices,INSIDE INFORMATION
pdfs-128638789653,hkex/00001/2020/11/02/9493371.pdf,9493371,HKEX,00001,CKH HOLDINGS,2020-11-02,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 OCTOBER 2020
pdfs-128638789653,hkex/00001/2020/10/26/9483503.pdf,9483503,HKEX,00001,CKH HOLDINGS,2020-10-26,Announcements and Notices,INSIDE INFORMATION - PLAN OF ARRANGEMENT INVOLVING HUSKY ENERGY INC.
pdfs-128638789653,hkex/00001/2020/10/05/9463936.pdf,9463936,HKEX,00001,CKH HOLDINGS,2020-10-05,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 SEPTEMBER 2020
pdfs-128638789653,hkex/00001/2020/09/01/9424396.pdf,9424396,HKEX,00001,CKH HOLDINGS,2020-09-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 AUGUST 2020
pdfs-128638789653,hkex/00001/2020/08/20/9406231.pdf,9406231,HKEX,00001,CKH HOLDINGS,2020-08-20,Circulars,LETTER AND REPLY FORM TO NEW REGISTERED SHAREHOLDERS: ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2020/08/20/9406255.pdf,9406255,HKEX,00001,CKH HOLDINGS,2020-08-20,Circulars,NOTIFICATION LETTER AND REQUEST FORM TO NON-REGISTERED HOLDERS: NOTICE OF PUBLICATION OF 2020 INTERIM REPORT
pdfs-128638789653,hkex/00001/2020/08/20/9406239.pdf,9406239,HKEX,00001,CKH HOLDINGS,2020-08-20,Circulars,NOTIFICATION LETTER AND REQUEST FORM TO REGISTERED SHAREHOLDERS: NOTICE OF PUBLICATION OF 2020 INTERIM REPORT
pdfs-128638789653,hkex/00001/2020/08/20/9406223.pdf,9406223,HKEX,00001,CKH HOLDINGS,2020-08-20,Financial Statements&#x2f;ESG Information,2020 INTERIM REPORT
pdfs-128638789653,hkex/00001/2020/08/10/9392425.pdf,9392425,HKEX,00001,CKH HOLDINGS,2020-08-10,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2020/08/10/9392415.pdf,9392415,HKEX,00001,CKH HOLDINGS,2020-08-10,Announcements and Notices,PASSING OF INDEPENDENT NON-EXECUTIVE DIRECTOR
pdfs-128638789653,hkex/00001/2020/08/06/9388176.pdf,9388176,HKEX,00001,CKH HOLDINGS,2020-08-06,Announcements and Notices,UNAUDITED RESULTS FOR THE SIX MONTHS ENDED 30 JUNE 2020
pdfs-128638789653,hkex/00001/2020/08/03/9380094.pdf,9380094,HKEX,00001,CKH HOLDINGS,2020-08-03,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JULY 2020
pdfs-128638789653,hkex/00001/2020/07/23/9367908.pdf,9367908,HKEX,00001,CKH HOLDINGS,2020-07-23,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2020/07/06/9347642.pdf,9347642,HKEX,00001,CKH HOLDINGS,2020-07-06,Financial Statements&#x2f;ESG Information,2019 Sustainability Report
pdfs-128638789653,hkex/00001/2020/07/02/9341478.pdf,9341478,HKEX,00001,CKH HOLDINGS,2020-07-02,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 JUNE 2020
pdfs-128638789653,hkex/00001/2020/06/29/9333370.pdf,9333370,HKEX,00001,CKH HOLDINGS,2020-06-29,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2020/06/29/9333238.pdf,9333238,HKEX,00001,CKH HOLDINGS,2020-06-29,Announcements and Notices,SUSTAINABILITY COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2020/06/01/9302002.pdf,9302002,HKEX,00001,CKH HOLDINGS,2020-06-01,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MAY 2020
pdfs-128638789653,hkex/00001/2020/05/14/9280778.pdf,9280778,HKEX,00001,CKH HOLDINGS,2020-05-14,Constitutional Documents,AMENDED AND RESTATED MEMORANDUM AND ARTICLES OF ASSOCIATION
pdfs-128638789653,hkex/00001/2020/05/14/9280323.pdf,9280323,HKEX,00001,CKH HOLDINGS,2020-05-14,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2020/05/14/9280283.pdf,9280283,HKEX,00001,CKH HOLDINGS,2020-05-14,Announcements and Notices,ANNUAL GENERAL MEETING HELD ON 14 MAY 2020 - POLL RESULTS
pdfs-128638789653,hkex/00001/2020/05/07/9271434.pdf,9271434,HKEX,00001,CKH HOLDINGS,2020-05-07,Announcements and Notices,REVISED ARRANGEMENTS FOR 2020 ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2020/05/06/9269778.pdf,9269778,HKEX,00001,CKH HOLDINGS,2020-05-06,Announcements and Notices,VOLUNTARY ANNOUNCEMENT
pdfs-128638789653,hkex/00001/2020/05/05/9267385.pdf,9267385,HKEX,00001,CKH HOLDINGS,2020-05-05,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 APRIL 2020
pdfs-128638789653,hkex/00001/2020/05/04/9263903.pdf,9263903,HKEX,00001,CKH HOLDINGS,2020-05-04,Announcements and Notices,"OVERSEAS REGULATORY ANNOUNCEMENT 
AND INSIDE INFORMATION ANNOUNCEMENT ON 
THE QUARTERLY TRADING UPDATE FOR 
CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED"
pdfs-128638789653,hkex/00001/2020/04/29/9260608.pdf,9260608,HKEX,00001,CKH HOLDINGS,2020-04-29,Announcements and Notices,VOLUNTARY ANNOUNCEMENT
pdfs-128638789653,hkex/00001/2020/04/29/9260521.pdf,9260521,HKEX,00001,CKH HOLDINGS,2020-04-29,Announcements and Notices,GUIDANCE REGARDING THE 2020 ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2020/04/07/9228636.pdf,9228636,HKEX,00001,CKH HOLDINGS,2020-04-07,Announcements and Notices,NOTICE OF ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2020/04/07/9228686.pdf,9228686,HKEX,00001,CKH HOLDINGS,2020-04-07,Circulars,"NOTIFICATION LETTER AND REQUEST FORM TO REGISTERED SHAREHOLDERS: NOTICE OF PUBLICATION OF 2019 ANNUAL REPORT, CIRCULAR, NOTICE OF MEETING AND PROXY FORM"
pdfs-128638789653,hkex/00001/2020/04/07/9228644.pdf,9228644,HKEX,00001,CKH HOLDINGS,2020-04-07,Proxy Forms,PROXY FORM
pdfs-128638789653,hkex/00001/2020/04/07/9228624.pdf,9228624,HKEX,00001,CKH HOLDINGS,2020-04-07,Circulars,"NOTICE OF ANNUAL GENERAL MEETING&#x3b; PROPOSALS FOR RE-ELECTION OF DIRECTORS, GENERAL MANDATES TO ISSUE NEW SHARES AND REPURCHASE SHARES AND AMENDMENTS TO THE ARTICLES OF ASSOCIATION"
pdfs-128638789653,hkex/00001/2020/04/07/9228675.pdf,9228675,HKEX,00001,CKH HOLDINGS,2020-04-07,Circulars,LETTER AND REPLY FORM TO NEW REGISTERED SHAREHOLDERS: ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2020/04/07/9228696.pdf,9228696,HKEX,00001,CKH HOLDINGS,2020-04-07,Circulars,"NOTIFICATION LETTER AND REQUEST FORM TO NON-REGISTERED HOLDERS: NOTICE OF PUBLICATION OF 2019 ANNUAL REPORT, CIRCULAR, NOTICE OF MEETING AND PROXY FORM"
pdfs-128638789653,hkex/00001/2020/04/07/9228658.pdf,9228658,HKEX,00001,CKH HOLDINGS,2020-04-07,Circulars,LETTER TO SHAREHOLDERS: 2020 ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2020/04/07/9228589.pdf,9228589,HKEX,00001,CKH HOLDINGS,2020-04-07,Financial Statements&#x2f;ESG Information,2019 ANNUAL REPORT
pdfs-128638789653,hkex/00001/2020/04/07/9228493.pdf,9228493,HKEX,00001,CKH HOLDINGS,2020-04-07,Announcements and Notices,PROPOSED AMENDMENTS TO THE ARTICLES OF ASSOCIATION
pdfs-128638789653,hkex/00001/2020/04/02/9223038.pdf,9223038,HKEX,00001,CKH HOLDINGS,2020-04-02,Monthly Returns,MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MARCH 2020
pdfs-128638789653,hkex/00001/2020/03/19/9195233.pdf,9195233,HKEX,00001,CKH HOLDINGS,2020-03-19,Announcements and Notices,CHANGE OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND BOARD COMMITTEES MEMBERSHIP
pdfs-128638789653,hkex/00001/2020/03/19/9194884.pdf,9194884,HKEX,00001,CKH HOLDINGS,2020-03-19,Announcements and Notices,RESULTS FOR THE YEAR ENDED 31 DECEMBER 2019
